Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,bloomington,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Library,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,Sample Name,source_name,SRA Study,Strain,time_of_harvesting,time_series_type,Tissue
SRR8522456,RNA-Seq,60,84432900,PRJNA518903,SAMN10861999,28140,37618355,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325313,GSM3588689,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588689,RAL-109_gut_T=7h31m,SRP183194,RAL-109,T=7h31m,Single observation,whole gut
SRR8522457,RNA-Seq,60,38380080,PRJNA518903,SAMN10861998,28142,17168948,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325314,GSM3588690,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588690,RAL-136_gut_T=7h50m,SRP183194,RAL-136,T=7h50m,Single observation,whole gut
SRR8522458,RNA-Seq,60,174051420,PRJNA518903,SAMN10861997,28147,75799508,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325315,GSM3588691,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588691,RAL-158_gut_T=8h28m,SRP183194,RAL-158,T=8h28m,Single observation,whole gut
SRR8522459,RNA-Seq,60,94996800,PRJNA518903,SAMN10862043,28149,41299588,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325316,GSM3588692,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588692,RAL-176_gut_T=8h38m,SRP183194,RAL-176,T=8h38m,Single observation,whole gut
SRR8522460,RNA-Seq,60,93972360,PRJNA518903,SAMN10862042,28151,41253275,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325317,GSM3588693,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588693,RAL-181_gut_T=8h57m,SRP183194,RAL-181,T=8h57m,Single observation,whole gut
SRR8522461,RNA-Seq,60,203220720,PRJNA518903,SAMN10862041,28157,89896646,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325318,GSM3588694,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588694,RAL-228_gut_T=9h26m,SRP183194,RAL-228,T=9h26m,Single observation,whole gut
SRR8522462,RNA-Seq,60,58557000,PRJNA518903,SAMN10862040,28161,26005805,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325319,GSM3588695,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588695,RAL-239_gut_T=9h45m,SRP183194,RAL-239,T=9h45m,Single observation,whole gut
SRR8522463,RNA-Seq,60,139751880,PRJNA518903,SAMN10862039,28164,60618181,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325320,GSM3588696,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588696,RAL-280_gut_T=9h55m,SRP183194,RAL-280,T=9h55m,Single observation,whole gut
SRR8522464,RNA-Seq,60,92319840,PRJNA518903,SAMN10862038,28165,41039900,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325321,GSM3588697,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588697,RAL-287_gut_T=10h4m,SRP183194,RAL-287,T=10h4m,Single observation,whole gut
SRR8522465,RNA-Seq,60,199239720,PRJNA518903,SAMN10862037,28166,87978578,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325394,GSM3588698,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588698,RAL-309_gut_T=10h14m,SRP183194,RAL-309,T=10h14m,Single observation,whole gut
SRR8522466,RNA-Seq,60,82848180,PRJNA518903,SAMN10862036,28167,36358305,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325395,GSM3588699,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588699,RAL-317_gut_T=10h24m,SRP183194,RAL-317,T=10h24m,Single observation,whole gut
SRR8522467,RNA-Seq,60,107539260,PRJNA518903,SAMN10862035,28168,47266772,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325396,GSM3588700,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588700,RAL-318_gut_T=10h33m,SRP183194,RAL-318,T=10h33m,Single observation,whole gut
SRR8522468,RNA-Seq,60,153223080,PRJNA518903,SAMN10862034,28171,67720527,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325397,GSM3588701,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588701,RAL-332_gut_T=10h43m,SRP183194,RAL-332,T=10h43m,Single observation,whole gut
SRR8522469,RNA-Seq,60,121924620,PRJNA518903,SAMN10862033,28172,53678514,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325398,GSM3588702,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588702,RAL-336_gut_T=10h52m,SRP183194,RAL-336,T=10h52m,Single observation,whole gut
SRR8522470,RNA-Seq,60,131697420,PRJNA518903,SAMN10862031,28173,57501316,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325399,GSM3588703,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588703,RAL-338_gut_T=11h2m,SRP183194,RAL-338,T=11h2m,Single observation,whole gut
SRR8522471,RNA-Seq,60,99533580,PRJNA518903,SAMN10862030,28174,42852460,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325400,GSM3588704,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588704,RAL-340_gut_T=11h12m,SRP183194,RAL-340,T=11h12m,Single observation,whole gut
SRR8522472,RNA-Seq,60,84584580,PRJNA518903,SAMN10862029,28177,37758585,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325401,GSM3588705,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588705,RAL-352_gut_T=11h31m,SRP183194,RAL-352,T=11h31m,Single observation,whole gut
SRR8522473,RNA-Seq,60,166419660,PRJNA518903,SAMN10862028,28179,72654718,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325402,GSM3588706,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588706,RAL-359_gut_T=11h50m,SRP183194,RAL-359,T=11h50m,Single observation,whole gut
SRR8522474,RNA-Seq,60,72218220,PRJNA518903,SAMN10862027,28180,31668452,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325403,GSM3588707,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588707,RAL-361_gut_T=12h0m,SRP183194,RAL-361,T=12h0m,Single observation,whole gut
SRR8522475,RNA-Seq,60,132208620,PRJNA518903,SAMN10862026,28182,58026922,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325404,GSM3588708,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588708,RAL-370_gut_T=12h9m,SRP183194,RAL-370,T=12h9m,Single observation,whole gut
SRR8522476,RNA-Seq,60,100071900,PRJNA518903,SAMN10862032,28184,44008319,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325405,GSM3588709,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588709,RAL-373_gut_T=12h28m,SRP183194,RAL-373,T=12h28m,Single observation,whole gut
SRR8522477,RNA-Seq,60,59596920,PRJNA518903,SAMN10862025,28188,26268235,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325406,GSM3588710,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588710,RAL-381_gut_T=12h57m,SRP183194,RAL-381,T=12h57m,Single observation,whole gut
SRR8522478,RNA-Seq,60,79679880,PRJNA518903,SAMN10862024,28189,34983508,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325407,GSM3588711,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588711,RAL-382_gut_T=13h7m,SRP183194,RAL-382,T=13h7m,Single observation,whole gut
SRR8522479,RNA-Seq,60,199171680,PRJNA518903,SAMN10862023,28192,88495471,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325408,GSM3588712,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588712,RAL-386_gut_T=13h36m,SRP183194,RAL-386,T=13h36m,Single observation,whole gut
SRR8522480,RNA-Seq,60,161950680,PRJNA518903,SAMN10862022,28196,70867337,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325409,GSM3588713,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588713,RAL-426_gut_T=13h45m,SRP183194,RAL-426,T=13h45m,Single observation,whole gut
SRR8522481,RNA-Seq,60,98667240,PRJNA518903,SAMN10862065,28197,43199027,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325410,GSM3588714,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588714,RAL-440_gut_T=13h55m,SRP183194,RAL-440,T=13h55m,Single observation,whole gut
SRR8522482,RNA-Seq,60,62804760,PRJNA518903,SAMN10862064,28198,28138777,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325411,GSM3588715,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588715,RAL-441_gut_T=14h4m,SRP183194,RAL-441,T=14h4m,Single observation,whole gut
SRR8522483,RNA-Seq,60,92863020,PRJNA518903,SAMN10862063,28200,40701619,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325412,GSM3588716,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588716,RAL-461_gut_T=14h24m,SRP183194,RAL-461,T=14h24m,Single observation,whole gut
SRR8522484,RNA-Seq,60,113025540,PRJNA518903,SAMN10862062,28204,49526336,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325413,GSM3588717,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588717,RAL-502_gut_T=14h43m,SRP183194,RAL-502,T=14h43m,Single observation,whole gut
SRR8522485,RNA-Seq,60,120452580,PRJNA518903,SAMN10862061,28206,52759305,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325414,GSM3588718,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588718,RAL-509_gut_T=15h2m,SRP183194,RAL-509,T=15h2m,Single observation,whole gut
SRR8522486,RNA-Seq,60,61404540,PRJNA518903,SAMN10861924,28208,26992728,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325415,GSM3588719,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588719,RAL-535_gut_T=15h12m,SRP183194,RAL-535,T=15h12m,Single observation,whole gut
SRR8522487,RNA-Seq,60,80664240,PRJNA518903,SAMN10861923,28211,35498013,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325416,GSM3588720,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588720,RAL-563_gut_T=15h21m,SRP183194,RAL-563,T=15h21m,Single observation,whole gut
SRR8522488,RNA-Seq,60,105349380,PRJNA518903,SAMN10861922,28212,46701660,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325417,GSM3588721,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588721,RAL-584_gut_T=15h31m,SRP183194,RAL-584,T=15h31m,Single observation,whole gut
SRR8522489,RNA-Seq,60,222488460,PRJNA518903,SAMN10861921,28213,98183806,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325490,GSM3588722,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588722,RAL-589_gut_T=15h40m,SRP183194,RAL-589,T=15h40m,Single observation,whole gut
SRR8522490,RNA-Seq,60,120302760,PRJNA518903,SAMN10861920,28215,52951388,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325491,GSM3588723,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588723,RAL-595_gut_T=15h50m,SRP183194,RAL-595,T=15h50m,Single observation,whole gut
SRR8522491,RNA-Seq,60,95693340,PRJNA518903,SAMN10861919,28216,42254410,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325492,GSM3588724,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588724,RAL-642_gut_T=16h0m,SRP183194,RAL-642,T=16h0m,Single observation,whole gut
SRR8522492,RNA-Seq,60,156250200,PRJNA518903,SAMN10861918,28217,68773991,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325493,GSM3588725,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588725,RAL-646_gut_T=16h9m,SRP183194,RAL-646,T=16h9m,Single observation,whole gut
SRR8522493,RNA-Seq,60,215592420,PRJNA518903,SAMN10861917,28218,94929162,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325494,GSM3588726,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588726,RAL-703_gut_T=16h19m,SRP183194,RAL-703,T=16h19m,Single observation,whole gut
SRR8522494,RNA-Seq,60,136686120,PRJNA518903,SAMN10861916,28219,59826408,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325495,GSM3588727,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588727,RAL-716_gut_T=16h28m,SRP183194,RAL-716,T=16h28m,Single observation,whole gut
SRR8522495,RNA-Seq,60,151566300,PRJNA518903,SAMN10861915,28223,67337572,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325496,GSM3588728,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588728,RAL-738_gut_T=16h57m,SRP183194,RAL-738,T=16h57m,Single observation,whole gut
SRR8522496,RNA-Seq,60,102284640,PRJNA518903,SAMN10861914,28224,44984003,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325497,GSM3588729,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588729,RAL-748_gut_T=17h7m,SRP183194,RAL-748,T=17h7m,Single observation,whole gut
SRR8522497,RNA-Seq,60,140504640,PRJNA518903,SAMN10861913,28229,61222553,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325498,GSM3588730,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588730,RAL-776_gut_T=17h16m,SRP183194,RAL-776,T=17h16m,Single observation,whole gut
SRR8522498,RNA-Seq,60,43339800,PRJNA518903,SAMN10861912,28230,19565649,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325499,GSM3588731,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588731,RAL-783_gut_T=17h26m,SRP183194,RAL-783,T=17h26m,Single observation,whole gut
SRR8522499,RNA-Seq,60,122489880,PRJNA518903,SAMN10861911,28232,53599985,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325500,GSM3588732,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588732,RAL-790_gut_T=17h45m,SRP183194,RAL-790,T=17h45m,Single observation,whole gut
SRR8522500,RNA-Seq,60,114553980,PRJNA518903,SAMN10861910,28233,50582595,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325501,GSM3588733,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588733,RAL-796_gut_T=17h55m,SRP183194,RAL-796,T=17h55m,Single observation,whole gut
SRR8522501,RNA-Seq,60,115726260,PRJNA518903,SAMN10861909,28235,51072224,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325502,GSM3588734,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588734,RAL-802_gut_T=18h4m,SRP183194,RAL-802,T=18h4m,Single observation,whole gut
SRR8522502,RNA-Seq,60,124507860,PRJNA518903,SAMN10861908,28237,55187930,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325503,GSM3588735,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588735,RAL-805_gut_T=18h24m,SRP183194,RAL-805,T=18h24m,Single observation,whole gut
SRR8522503,RNA-Seq,60,75317460,PRJNA518903,SAMN10861907,28238,33160131,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325504,GSM3588736,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588736,RAL-808_gut_T=18h33m,SRP183194,RAL-808,T=18h33m,Single observation,whole gut
SRR8522504,RNA-Seq,60,101102280,PRJNA518903,SAMN10861906,28239,44460579,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325505,GSM3588737,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588737,RAL-810_gut_T=18h43m,SRP183194,RAL-810,T=18h43m,Single observation,whole gut
SRR8522505,RNA-Seq,60,136371120,PRJNA518903,SAMN10861905,28242,60099118,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325506,GSM3588738,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588738,RAL-819_gut_T=19h2m,SRP183194,RAL-819,T=19h2m,Single observation,whole gut
SRR8522506,RNA-Seq,60,195370140,PRJNA518903,SAMN10861904,28243,86748859,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325507,GSM3588739,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588739,RAL-821_gut_T=19h12m,SRP183194,RAL-821,T=19h12m,Single observation,whole gut
SRR8522507,RNA-Seq,60,88268940,PRJNA518903,SAMN10861903,28245,39413708,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325508,GSM3588740,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588740,RAL-832_gut_T=19h31m,SRP183194,RAL-832,T=19h31m,Single observation,whole gut
SRR8522508,RNA-Seq,60,195810720,PRJNA518903,SAMN10861902,28248,85754768,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325509,GSM3588741,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588741,RAL-849_gut_T=19h50m,SRP183194,RAL-849,T=19h50m,Single observation,whole gut
SRR8522509,RNA-Seq,60,83944860,PRJNA518903,SAMN10861901,28250,37089458,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325510,GSM3588742,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588742,RAL-853_gut_T=20h0m,SRP183194,RAL-853,T=20h0m,Single observation,whole gut
SRR8522510,RNA-Seq,60,79441320,PRJNA518903,SAMN10861946,28251,34734486,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325511,GSM3588743,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588743,RAL-855_gut_T=20h9m,SRP183194,RAL-855,T=20h9m,Single observation,whole gut
SRR8522511,RNA-Seq,60,77542500,PRJNA518903,SAMN10861945,28252,34239083,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325512,GSM3588744,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588744,RAL-857_gut_T=20h19m,SRP183194,RAL-857,T=20h19m,Single observation,whole gut
SRR8522512,RNA-Seq,60,60351300,PRJNA518903,SAMN10861944,28257,26225753,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325513,GSM3588745,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588745,RAL-890_gut_T=21h7m,SRP183194,RAL-890,T=21h7m,Single observation,whole gut
SRR8522513,RNA-Seq,60,130585440,PRJNA518903,SAMN10861943,28258,57603018,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325586,GSM3588746,Illumina HiSeq 2500,BRB6_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588746,RAL-892_gut_T=21h16m,SRP183194,RAL-892,T=21h16m,Single observation,whole gut
SRR8522514,RNA-Seq,60,86834220,PRJNA518903,SAMN10862675,28260,38152102,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325587,GSM3588747,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588747,RAL-897_gut_T=21h26m,SRP183194,RAL-897,T=21h26m,Single observation,whole gut
